doc_n,date,title
2017114569.0,2018-11-29,"РАСТВОРИМЫЕ И СТАБИЛЬНЫЕ ФАРМАЦЕВТИЧЕСКИЕ КОМПОЗИЦИИ С ПРОТИВОВОСПАЛИТЕЛЬНЫМИ, ПРОЛИФЕРАТИВНЫМИ, ЗАЩИТНЫМИ И МУКОАДГЕЗИВНЫМИ СВОЙСТВАМИ; ИХ ПРИМЕНЕНИЕ ПРИ ЛЕЧЕНИИ ВОСПАЛЕНИЯ СЛИЗИСТОЙ ОБОЛОЧКИ И СПОСОБ ИХ ПОЛУЧЕНИЯ; БАЗОВАЯ ФАРМАЦЕВТИЧЕСКАЯ КОМПОЗИЦИЯ ДЛЯ ПРИГОТОВЛЕНИЯ ФАРМАЦЕВТИЧЕСКИХ КОМПОЗИЦИЙ И СПОСОБ ЕЕ ПОЛУЧЕНИЯ"
2016148736.0,2018-06-14,НОВЫЕ КРИСТАЛЛИЧЕСКИЕ ПОЛИМОРФЫ ПРОИЗВОДНОГО ПИРИДИНА И СПОСОБ ИХ ПОЛУЧЕНИЯ
2016151292.0,2018-06-27,"Фосфолипидная композиция аторвастатина, обладающая гиполипидемической и гепатопротекторной активностью"
2016101363.0,2018-11-21,"СПОСОБ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ, СВЯЗАННЫХ С ГЛЮКОКОРТИКОИДНОЙ НЕЧУВСТВИТЕЛЬНОСТЬЮ"
2017120261.0,2018-12-10,Способ лечения скрытого эндометрита у коров
2017104993.0,2018-08-21,"ФАРМАЦЕВТИЧЕСКАЯ КОМПОЗИЦИЯ, ВКЛЮЧАЮЩАЯ ИНГИБИТОР 5-АЛЬФА РЕДУКТАЗЫ"
2017105714.0,2018-08-20,Способ коррекции иммунобиохимического гомеостаза и профилактики послеродовых заболеваний у коров
2017114411.0,2018-10-25,"МАЗИ АНТИСЕПТИЧЕСКОГО, ОЖОГОЗАЖИВЛЯЮЩЕГО И МЕСТНОАНЕСТЕЗИРУЮЩЕГО ДЕЙСТВИЯ"
2017102990.0,2018-08-01,ТВЁРДАЯ ДИСПЕРСИЯ АЛЛИСАРТАНА ИЗОПРОКСИЛА И ФАРМАЦЕВТИЧЕСКАЯ КОМПОЗИЦИЯ
2016133305.0,2018-12-10,СОСТАВ С ДЛИТЕЛЬНЫМ ВЫСВОБОЖДЕНИЕМ ДЛЯ СНИЖЕНИЯ ЧАСТОТЫ МОЧЕИСПУСКАНИЯ И СПОСОБ ЕГО ПРИМЕНЕНИЯ
2016144369.0,2018-05-11,Мазь для лечения ожогов и ран
2017105588.0,2018-08-20,Состав для лечения травм различной этиологии рысистых лошадей
2017106028.0,2018-10-22,Лекарственная форма фенилэфрина с пульсирующим высвобождением
2016140090.0,2018-04-11,"Лекарственное средство, фармацевтическая композиция, активный ингредиент фармацевтической композиции, ингибитор роста микроорганизмов вида Mycoplasma hominis и способ лечения урогенитальных заболеваний организма человека, вызванных микроорганизмами вида Mycoplasma hominis в модельной системе in vitro"
2700939.0,2019-09-24,БОТУЛИНИЧЕСКИЙ ТОКСИН ДЛЯ ПРИМЕНЕНИЯ В ЛЕЧЕНИИ ПАРАТОНИИ
2016144238.0,2018-05-11,ПРОТИВОВОСПАЛИТЕЛЬНЫЕ СРЕДСТВА В КАЧЕСТВЕ ВИРУСОСТАТИЧЕСКИХ СОЕДИНЕНИЙ
2017112415.0,2018-10-11,Энергометаболический состав для профилактики и лечения кетоза и жирового гепатоза у коров
2017104600.0,2018-08-20,Способ паллиативной комбинированной эндокринной терапии рецидивной болезни рака яичника
2017112625.0,2018-10-12,СПОСОБ ИММУНОКОРРЕКЦИИ ДЛЯ ПОВЫШЕНИЯ УСТОЙЧИВОСТИ ТЕЛЯТ К ЗАРАЖЕНИЮ ВИРУСОМ ЛЕЙКОЗА КРУПНОГО РОГАТОГО СКОТА
2017118069.0,2018-11-26,"Способ получения средства, способного блокировать развитие экспериментального паркинсонизма"
2016132615.0,2018-02-14,Способ лечения лучевых повреждений органов малого таза
2016130845.0,2018-01-31,СПОСОБ ЛЕЧЕНИЯ КРАСНОГО ПЛОСКОГО ЛИШАЯ
2016126247.0,2018-01-11,Иммуномодулятор на основе белков Candida maltosa и способ его получения
2017109381.0,2018-09-24,"5-ГИДРОКСИНИКОТИНАТ МАГНИЯ, ОБЛАДАЮЩИЙ КАРДИОПРОТЕКТОРНОЙ АКТИВНОСТЬЮ"
2016125994.0,2018-01-10,Средство для создания фармакологических препаратов для лечения клещевого энцефалита
2017110996.0,2018-10-03,Способ пролонгированной санации брюшной полости при распространенных формах перитонита
2017113296.0,2018-10-17,"ПРЕПАРАТ ДЛЯ ВЕТЕРИНАРНОГО ПРИМЕНЕНИЯ, ОБЛАДАЮЩИЙ АНТИОКСИДАНТНОЙ, АНТИГИПОКСИЧЕСКОЙ АКТИВНОСТЯМИ И СТИМУЛИРУЮЩИЙ ОБОНЯНИЕ"
2017119621.0,2018-12-06,Средство для лечения гормонозависимых опухолей и способ его получения
2700582.0,2019-09-18,СХЕМА ПРИМЕНЕНИЯ СОЕДИНЕНИЯ FGF-18
2016132981.0,2018-02-16,Способ лечения неалкогольной жировой болезни печени
2016126889.0,2018-01-15,Способ лечения послеоперационных ран преддверия рта
2016128025.0,2018-01-17,Способ получения вакцины гидроокисьалюминиевой инактивированной против сальмонеллеза свиней
2016146887.0,2018-05-29,Способ оздоровления населения
2016129771.0,2018-01-25,СПОСОБ ЛЕЧЕНИЯ ОСТРОЙ ОЖОГОВОЙ ТОКСЕМИИ ОРГАНИЗМА И СПОСОБ ПОЛУЧЕНИЯ ПРЕПАРАТА ДЛЯ ЛЕЧЕНИЯ ОСТРОЙ ОЖОГОВОЙ ТОКСЕМИИ ОРГАНИЗМА
2016148279.0,2018-06-08,СПОСОБ ПРИМЕНЕНИЯ КИСЛОМОЛОЧНОГО ПРОБИОТИЧЕСКОГО ПРЕПАРАТА ПРИ ВЫРАЩИВАНИИ СВИНЕЙ НА МЯСО
2017107691.0,2018-09-10,"Стимулятор повышения колострального иммунитета и неспецифической резистентности - ""Синэстрол 2%"" и способ его применения"
2016146943.0,2018-05-29,КВАДРИВАЛЕНТНАЯ ЖИВАЯ ГРИППОЗНАЯ ВАКЦИНА ДЛЯ ПРОФИЛАКТИКИ СЕЗОННОГО ГРИППА
2016148668.0,2018-06-14,"Фармацевтическое средство, обладающее антиагрегантной и антитромботической активностью"
2017122801.0,2018-12-28,СПОСОБ СОСТАВЛЕНИЯ КИСЛОТОУСТОЙЧИВОЙ ПЕРОРАЛЬНОЙ БАКТЕРИАЛЬНОЙ ВАКЦИНЫ
2016140282.0,2018-04-12,СПОСОБ ХИМИОПРОФИЛАКТИКИ НОДУЛЯРНОГО ДЕРМАТИТА КРУПНОГО РОГАТОГО СКОТА
2700929.0,2019-09-24,"ПЕПТИДНАЯ ВАКЦИНА, ВКЛЮЧАЮЩАЯ ПЕПТИД RAS, СОДЕРЖАЩИЙ МУТАЦИИ, И ХИМИОТЕРАПЕВТИЧЕСКИЙ АГЕНТ"
2017113823.0,2018-11-01,"РАСТВОРИМОЕ ВЕЩЕСТВО И СМЕСЬ РАСТВОРИМЫХ ВЕЩЕСТВ И КОМПОЗИЦИЯ, СОДЕРЖАЩАЯ ПО МЕНЬШЕЙ МЕРЕ ОДНО РАСТВОРИМОЕ ВЕЩЕСТВО, ДЛЯ ПРИМЕНЕНИЯ В ПРЕДОТВРАЩЕНИИ ИЛИ ЛЕЧЕНИИ КОСМЕТИЧЕСКИХ ИЛИ ПАТОЛОГИЧЕСКИХ ВЫСЫПАНИЙ, ВЫЗВАННЫХ ВЗВЕШЕННОЙ ПЫЛЬЮ"
2016133412.0,2018-12-10,ЦЕЛЕНАПРАВЛЕННОЕ ВОЗДЕЙСТВИЕ НА PAX2 ДЛЯ ЛЕЧЕНИЯ РАКА МОЛОЧНОЙ ЖЕЛЕЗЫ
2016152782.0,2018-07-02,СПОСОБ ПРОФИЛАКТИКИ НАРУШЕНИЙ МЕНСТРУАЛЬНОЙ ФУНКЦИИ У ДЕВУШЕК
2017116714.0,2018-11-15,"Способ профилактики и лечения маллофагоза и дерманиссиоза птиц с использованием композитного препарата Вуран-дуст 0,7% из группы синтетических пиретроидов"
2016126423.0,2018-03-01,КОМПОЗИЦИИ И СПОСОБЫ ЛЕЧЕНИЯ ВНУТРИМОЗГОВОГО КРОВОИЗЛИЯНИЯ
2701341.0,2019-09-25,CD33-СПЕЦИФИЧЕСКИЕ ХИМЕРНЫЕ АНТИГЕННЫЕ РЕЦЕПТОРЫ ДЛЯ ИММУНОТЕРАПИИ РАКА
2015141024.0,2018-12-26,ПРОИЗВОДНЫЕ ЭФИРОВ ФОСФОНОВЫХ КИСЛОТ И СПОСОБЫ ИХ СИНТЕЗА
2016115548.0,2018-11-28,КРИСТАЛЛИЗАЦИЯ ГИДРОХЛОРИДА ЭПИРУБИЦИНА
2017103607.0,2018-08-02,Микрохирургическая технология введения микрочастиц в микрорану вертикального профиля роговицы глаза
2017122115.0,2018-12-24,"Ингибиторы роста микобактерий туберкулеза, представляющие собой 4(1Н)-пиридазиноны и способ их получения"
2015141713.0,2018-12-28,"СРЕДСТВА, ИНДУЦИРУЮЩИЕ АПОПТОЗ, ДЛЯ ЛЕЧЕНИЯ РАКА, ИММУННЫХ И АУТОИММУННЫХ ЗАБОЛЕВАНИЙ"
2700703.0,2019-09-19,"ГЕТЕРОЦИКЛИЧЕСКОЕ ПРОИЗВОДНОЕ, ОБЛАДАЮЩЕЕ АКТИВИРУЮЩЕЙ AMPK АКТИВНОСТЬЮ"
2701434.0,2019-09-26,Связывающие белки и способы их применения
2700881.0,2019-09-23,"ПЕПТИД, ПОЛУЧЕННЫЙ ИЗ URLC10, И СОДЕРЖАЩАЯ ЕГО ВАКЦИНА"
2017106052.0,2018-08-28,ПРОИЗВОДНОЕ АЗОЛОБЕНЗОЛА И ЕГО КРИСТАЛЛИЧЕСКАЯ ФОРМА
2017106058.0,2018-08-28,КРИСТАЛЛИЧЕСКАЯ ФОРМА АЗОЛБЕНЗОЛЬНОГО ПРОИЗВОДНОГО
2701168.0,2019-09-25,"ФАРМАЦЕВТИЧЕСКАЯ КОМПОЗИЦИЯ, СОДЕРЖАЩАЯ ПРОИЗВОДНЫЕ ГИДАНТОИНА"
2016138069.0,2018-03-27,"Оздоровительно-профилактический напиток ""Чакура"", обладающий противовирусной, противоопухолевой, против болезни Альцгеймера активностью"
2016147198.0,2018-06-01,ЛЕКАРСТВЕННЫЕ ФОРМЫ ДЛЯ ПЕРОРАЛЬНОЙ ДОСТАВКИ АДСОРБЕНТОВ В КИШЕЧНИК
2016125825.0,2018-01-18,ИНГИБИТОРЫ ТИРОЗИНКИНАЗЫ БРУТОНА
2017112073.0,2018-11-23,СПОСОБ СИНТЕЗА ГИДРОКСИТРИГЛИЦЕРИДОВ И ИХ ПРИМЕНЕНИЕ ДЛЯ ПРОФИЛАКТИКИ И ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ
2017112299.0,2018-10-17,"СПОСОБ ПОЛУЧЕНИЯ АРОМАТИЧЕСКОГО ГЕТЕРОЦИКЛИЧЕСКОГО СОЕДИНЕНИЯ, ПРИМЕНЯЕМОГО В КАЧЕСТВЕ СЕЛЕКТИВНОГО ИНГИБИТОРА КИНАЗЫ JAK1, И ПРИМЕНЕНИЕ АРОМАТИЧЕСКОГО ГЕТЕРОЦИКЛИЧЕСКОГО СОЕДИНЕНИЯ"
2016126176.0,2018-01-18,ИНГИБИТОРЫ ТИРОЗИНКИНАЗЫ БРУТОНА
2017108786.0,2018-09-17,ЭМУЛЬГИРОВАННАЯ ВАКЦИНА ДЛЯ ПОЛУЧЕНИЯ КОНЦЕНТРИРОВАННЫХ КОМПОЗИЦИЙ ИММУНОГЛОБУЛИНОВ IgY; СПОСОБЫ И ИХ ПРИМЕНЕНИЯ
2016138735.0,2018-05-03,СОЕДИНЕНИЯ ДИГИДРОПИРИМИДИНА И ИХ ПРИМЕНЕНИЕ В ФАРМАЦЕВТИЧЕСКИХ ПРЕПАРАТАХ
2016130937.0,2018-04-09,ПРОИЗВОДНЫЕ ПИПЕРИДИНА В КАЧЕСТВЕ АНТАГОНИСТОВ РЕЦЕПТОРА ОРЕКСИНА
2016147080.0,2018-06-01,МОДУЛЯЦИЯ АКТИВНОСТИ КОМПЛЕМЕНТА
2016146370.0,2018-07-20,ФАРМАЦЕВТИЧЕСКАЯ КОМПОЗИЦИЯ ДЛЯ ПРОФИЛАКТИКИ И ЛЕЧЕНИЯ СЕНИЛЬНОЙ ДЕМЕНЦИИ И СПОСОБ ЕЁ ПОЛУЧЕНИЯ
2016128252.0,2018-01-18,"ФИТОКОМПЛЕКС ДЛЯ ПРОФИЛАКТИКИ ЗАБОЛЕВАНИЙ ЧЕЛОВЕКА, ИМЕЮЩЕГО ПРОФЕССИОНАЛЬНЫЙ КОНТАКТ С ОХЛАЖДАЮЩИМ МИКРОКЛИМАТОМ"
2015133989.0,2018-12-24,ИНГИБИРУЮЩИЕ JAK СОЕДИНЕНИЯ НА ОСНОВЕ ПИРАЗОЛОПИРИМИДИНА И СПОСОБЫ
2016136778.0,2018-03-16,СРЕДСТВО ДЛЯ МЕСТНОЙ АНЕСТЕЗИИ (ВАРИАНТЫ)
2016144479.0,2018-05-16,"ФАРМАЦЕВТИЧЕСКИЕ КОМПОЗИЦИИ ДЛЯ ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ, ОПОСРЕДОПОСРЕДОВАННЫХ МУКОВИСЦИДОЗНЫМ ТРАНСМЕМБРАННЫМ РЕГУЛЯТОРОМ ПРОВОДИМОСТИ"
2017107088.0,2018-09-05,КОМПОЗИЦИЯ НА ОСНОВЕ ANTHOSTEMA SENEGALENSE ДЛЯ ПРИМЕНЕНИЯ В КАЧЕСТВЕ ЛЕКАРСТВЕННОГО СРЕДСТВА ПРОТИВ СПИДа
2016133754.0,2018-12-10,ЛЕЧЕНИЕ ДИАБЕТА ПРИ ПОМОЩИ ПАНКРЕАТИЧЕСКИХ ЭНДОКРИННЫХ КЛЕТОК-ПРЕДШЕСТВЕННИКОВ
2017120028.0,2018-12-07,ФАРМАЦЕВТИЧЕСКАЯ КОМПОЗИЦИЯ ДЛЯ ЛЕЧЕНИЯ ГИПЕРЛИПИДИМИИ
2016152167.0,2018-12-19,"ФАРМАЦЕВТИЧЕСКИЕ ПРЕПАРАТЫ, СОДЕРЖАЩИЕ ПРОИЗВОДНЫЕ НИТРОКАТЕХИНА, И СПОСОБЫ ИХ ПОЛУЧЕНИЯ"
2017112352.0,2018-10-11,ТВЕРДАЯ ЛЕКАРСТВЕННАЯ ФОРМА ИНДОЛ-3-КАРБИНОЛА
2017112404.0,2018-10-11,Протектор роговицы глаза
2015105065.0,2018-12-20,"Композиция, способ лечения и профилактики поражений кожных покровов и гинекологических заболеваний крупного рогатого скота"
2016147990.0,2018-06-08,Стабильное лекарственное средство для повышения иммунореактивности и ингибирования ангиогенеза при новообразованиях предстательной железы
2017120769.0,2018-12-13,АПОПТОЗИНДУЦИРУЮЩАЯ И АНТИОКСИДАНТНАЯ КОМПОЗИЦИЯ
2016147768.0,2018-06-08,Способ лечения угревой болезни
2016140293.0,2018-04-12,Состав для лечебно-профилактического тампона
2016150178.0,2018-06-26,ТВЁРДАЯ ДИСПЕРСИЯ АЛЛИСАРТАНА ИЗОПРОКСИЛА И ФАРМАЦЕВТИЧЕСКАЯ КОМПОЗИЦИЯ
2016149734.0,2018-08-06,Направленно доставляемые терапевтические наночастицы и способы их получения и использования
2016126852.0,2018-02-05,"Комбинированный фармацевтический препарат, содержащий блокатор рецептора ангиотензина-II и ингибитор ГМГ-КоА редуктазы"
2016127223.0,2018-01-12,ФАРМАЦЕВТИЧЕСКАЯ КОМПОЗИЦИЯ СИЛДЕНАФИЛА ЦИТРАТА В ФОРМЕ СУСПЕНЗИИ ДЛЯ ПЕРОРАЛЬНОГО ПРИМЕНЕНИЯ
2016139698.0,2018-04-11,Фармацевтическая комбинированная композиция для местного и наружного применения на основе диоксидина
2017116138.0,2018-12-07,"КОМПОЗИЦИЯ, ВКЛЮЧАЮЩАЯ ЭКЗОСОМУ, ПОЛУЧЕННУЮ ИЗ СТВОЛОВЫХ КЛЕТОК, ДЛЯ ИНДУКЦИИ АДИПОГЕННОЙ ДИФФЕРЕНЦИРОВКИ, РЕГЕНЕРАЦИИ ЖИРОВОЙ ТКАНИ, ОТБЕЛИВАНИЯ КОЖИ ИЛИ КОРРЕКЦИИ МОРЩИН"
2016125895.0,2018-12-05,"КОМПОЗИЦИИ, ВКЛЮЧАЮЩИЕ ТРАМАДОЛ И ЦЕЛЕКОКСИБ ДЛЯ ЛЕЧЕНИЯ БОЛИ"
2016135431.0,2018-03-05,КОМПОЗИЦИЯ ДЛЯ МЕСТНОГО ЛЕЧЕНИЯ РАН
2016145979.0,2018-05-23,"ФАРМАЦЕВТИЧЕСКИЕ ТАБЛЕТКИ ""БИОБАРДИН"", ПОЛУЧЕННЫЕ НА ОСНОВЕ ЖИДКОЙ ФАЗЫ ПОСЛЕСПИРТОВОЙ ЗЕРНОВОЙ БАРДЫ И ПРЕДНАЗНАЧЕННЫЕ ДЛЯ ГАСТРОЭНТЕРОЛОГИИ"
