doc_n,date,title
2017123720.0,2019-01-09,ЕДИНАЯ СИСТЕМА РАСПРЕДЕЛЕНИЯ ЭЛЕКТРОННОГО УЧЕБНОГО ПОСОБИЯ ДЛЯ ВЫСШЕГО ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ И/ИЛИ ПОСЛЕВУЗОВСКОГО ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ
2017139046.0,2019-05-13,СПОСОБ МОДЕЛИРОВАНИЯ ПАРОДОНТИТА В ЭКСПЕРИМЕНТЕ
2018138095.0,2020-04-29,СПОСОБ ОБУЧЕНИЯ И УСВОЕНИЯ ИНФОРМАЦИИ
2017109658.0,2018-09-24,ОБНАРУЖЕНИЕ ДОЖДЯ НА ОСНОВЕ МАШИННОГО ЗРЕНИЯ С ИСПОЛЬЗОВАНИЕМ ГЛУБОКОГО ОБУЧЕНИЯ
2016129074.0,2018-01-19,Способ записи информации китайскими иероглифами и схема распознавания порядка написания черт китайских иероглифов
2018100230.0,2019-07-09,Способ моделирования лимфовенозной недостаточности в тазовых органах
2017146761.0,2019-06-28,"СПОСОБ, КОМПЬЮТЕРНЫЙ ПРОГРАММНЫЙ ПРОДУКТ И СИСТЕМА ОБЕСПЕЧЕНИЯ ВЫДАЧИ РУКОВОДЯЩИХ УКАЗАНИЙ ПО СЕРДЕЧНО-ЛЕГОЧНОЙ РЕАНИМАЦИИ"
2019116758.0,2020-11-30,СПОСОБ НЕЙРОПСИХОЛОГИЧЕСКОЙ ТРЕНИРОВКИ КОНЦЕНТРАЦИИ И РАСПРЕДЕЛЕНИЯ ВНИМАНИЯ НА БАЗЕ ИГРЫ В ПАЗЛЫ
2019117832.0,2020-12-07,Способ моделирования огнестрельной открытой травмы глаза на кроликах
2019101058.0,2020-07-10,Способ развития у детей старшего дошкольного возраста системы представлений о свойствах и особенностях окружающего мира (варианты) и дидактико-методический набор для их осуществления
2018146121.0,2020-06-25,СПОСОБ ПОДГОТОВКИ ДЕТЕЙ 5-6 ЛЕТ К ОБУЧЕНИЮ ЧТЕНИЮ И ПИСЬМУ
2019119128.0,2020-12-18,"Электромагнитная катушка ""Фрегат"""
2018111418.0,2019-10-01,СПОСОБ ОБУЧЕНИЯ АССОЦИАТИВНО-ЭТИМОЛОГИЧЕСКОМУ АНАЛИЗУ ПИСЬМЕННЫХ ТЕКСТОВ НА ИНОСТРАННЫХ ЯЗЫКАХ
2019101772.0,2020-07-23,Способ развития логического мышления и предпринимательских навыков у детей
2019145369.0,2020-04-06,Способ моделирования механизма инвариантности переходного состояния при переносе электрона через дискретный двойной слой
2019125451.0,2021-02-12,СПОСОБ АДАПТИВНОГО ОБУЧЕНИЯ МАТЕМАТИКЕ
2019128922.0,2019-11-11,Способ выявления анизотропии пространства на оксиленной поверхности металла
2018104402.0,2019-08-06,"Устройство и способ интерактивного обучения, настольная дидактическая игра ""Монстр-стоп!"""
2018105265.0,2019-08-13,СОВМЕСТНОЕ ПЛАНИРОВАНИЕ И ОТСЛЕЖИВАНИЕ МАРШРУТОВ ДВИЖЕНИЯ ТРАНСПОРТНЫХ СРЕДСТВ
2018101064.0,2019-07-12,СПОСОБ ПОДГОТОВКИ ОПЕРАТОРОВ СЛОЖНЫХ ТЕХНИЧЕСКИХ СИСТЕМ
2017136812.0,2019-12-27,Устройство и метод для обучения письму и коррекции почерка
2019131963.0,2021-04-10,Способ обучения иностранному языку
2016128384.0,2018-01-17,МНОГОРЕВЕРСНЫЙ КЕЛЬТ
2018128272.0,2020-02-04,Способ подготовки образцов субхондральной костной ткани человека для изучения ее механических характеристик при одноосном сжатии
2019136710.0,2021-05-14,Способ разработки программного комплекса с 3D-визуализацией очагов опухолевого поражения почки
2019139318.0,2021-06-02,МЕХАНИЧЕСКИ ПРОГРАММИРУЕМЫЙ МУЗЫКАЛЬНЫЙ ИНСТРУМЕНТ И СПОСОБ ЕГО ЭКСПЛУАТАЦИИ
2016149674.0,2018-06-20,Имитатор ракет
2018117010.0,2019-11-07,Способ регистрации механических процессов в организме животных
2018118783.0,2019-11-22,СПОСОБ АВТОМАТИЗИРОВАННОГО ОБУЧЕНИЯ
2018122562.0,2019-12-19,СПОСОБ ОБУЧЕНИЯ НАВЫКАМ ИНТЕРПРЕТАЦИИ ПРАКТИЧЕСКИХ ДИНАМОГРАММ
2018113632.0,2019-10-16,ТАНК-ТРЕНАЖЕР
2016133198.0,2018-02-15,МОБИЛЬНЫЙ КОМПЬЮТЕРНЫЙ КЛАСС
2018131387.0,2020-02-27,УСТРОЙСТВО ДЛЯ ИССЛЕДОВАНИЯ МАГНИТО-ГРАВИТАЦИОННОГО ЭФФЕКТА
2018134386.0,2020-03-30,Способ изучения и оценки знаний обучающихся при компьютерном тестировании по дисциплине топографической анатомии
2018135983.0,2020-04-06,СПОСОБ ИССЛЕДОВАНИЯ ХАОТИЧЕСКОЙ ДИНАМИКИ МИКРОЧАСТИЦ В ТЕПЛОВОМ ПОЛЕ
2017112981.0,2018-10-15,Набор для изучения азбуки
2016138997.0,2018-04-03,ПЛОСКАЯ РАЗВЕРТКА ЧЕТЫРЕХМЕРНОГО ТЕЛА
2016137300.0,2018-03-22,ДИНАМИЧЕСКИЙ ТРЕНАЖЕР ВОЖДЕНИЯ ГУСЕНИЧНОЙ МАШИНЫ
2017129263.0,2018-08-21,Способ для обучения должностных лиц в области пожарной безопасности
2016147277.0,2018-06-01,СПОСОБ ПРЕДУПРЕЖДЕНИЯ СПАЙКООБРАЗОВАНИЯ В БРЮШНОЙ ПОЛОСТИ ПОСЛЕ ХИРУРГИЧЕСКОЙ ОПЕРАЦИИ
2017100166.0,2018-07-09,Способ обучения адаптивным шахматам
2016141507.0,2018-04-24,СПОСОБ СОЗДАНИЯ ЗЕМЛЯНОЙ АСТРОНОМИЧЕСКОЙ КАРТЫ
2016134664.0,2018-03-01,СПОСОБ ИМИТАЦИИ ОКНА
2016134668.0,2018-03-01,СПОСОБ ИМИТАЦИИ ОКНА
2016134675.0,2018-03-01,ИМИТАТОР ОКНА
2016126426.0,2018-03-01,ПОЛЬЗОВАТЕЛЬСКОЕ ИНТЕРФЕЙСНОЕ УСТРОЙСТВО ДЛЯ СИСТЕМЫ ХИРУРГИЧЕСКОГО МОДЕЛИРОВАНИЯ
2016136801.0,2018-03-16,Образовательно-развлекательный комплекс
2021118058.0,2022-12-21,СПОСОБ ВЫДЕЛЕНИЯ ФОКУСА ВНИМАНИЯ ПРИ ИЗУЧЕНИИ ГРАММАТИЧЕСКИХ ВРЕМЕН ИНОСТРАННОГО ЯЗЫКА
2021119536.0,2021-09-06,Способ изучения иностранного языка
2020100205.0,2021-07-01,Стенд-тренажер для оптомеханической визуализации кодирования сигналов и математических функций передачи сигнала
2020100206.0,2021-06-30,Стенд-тренажер для изучения узконаправленных низкоэнергетических каналов связи
2016139179.0,2018-04-25,Способ прогноза летальности при гнойно-септических инфекциях в эксперименте
2021108492.0,2022-09-29,СПОСОБ МОДЕЛИРОВАНИЯ И ОЦЕНИВАНИЯ ЭФФЕКТИВНОСТИ БОЕВОЙ РАБОТЫ НА ЗЕНИТНОМ РАКЕТНОМ КОМПЛЕКСЕ
2021113851.0,2022-11-18,СИСТЕМА ВИБРАЦИЙ КАБИНЫ ДЛЯ ТРЕНАЖЕРА
2018129455.0,2020-02-14,"МОДЕЛИРУЮЩЕЕ УСТРОЙСТВО ДЛЯ КРАНА, СТРОИТЕЛЬНОЙ МАШИНЫ ИЛИ СРЕДСТВА НАПОЛЬНОГО ТРАНСПОРТА"
2021129970.0,2022-07-06,Способ формирования каллиграфического навыка письма
2022120004.0,2022-11-09,ДИНАМИЧЕСКАЯ ФИЗИЧЕСКАЯ МОДЕЛЬ МЕСТНОСТИ
2021106135.0,2022-09-12,СПОСОБ ОПРЕДЕЛЕНИЯ ЗОНЫ НЕКРОЗА ПРИ ТЕРМОАБЛЯЦИИ
2021118002.0,2022-12-21,СПОСОБ ПРАКТИКО-ОРИЕНТИРОВАННОГО ОБУЧЕНИЯ ПРИ ПОДГОТОВКЕ ТЕХНИЧЕСКИХ СПЕЦИАЛИСТОВ НА ОСНОВЕ ДЕЛОВОЙ ИГРЫ
2020137452.0,2022-04-25,Стенд для исследования аэроионизатора
2021117260.0,2022-12-12,СПОСОБ БЫСТРОГО ОБУЧЕНИЯ РИСОВАНИЮ ПО МЕТОДИКЕ ЕЛЕНЫ РЯБЦЕВОЙ
2019142328.0,2021-06-18,СПОСОБ ОСВОЕНИЯ ЛЕКСИЧЕСКОГО ЗАПАСА ИНОСТРАННОГО ЯЗЫКА ШКАРИНОЙ Л.Н.
2019125864.0,2021-02-19,АВТОМАТИЗИРОВАННОЕ ОБУЧЕНИЕ ВО ВРЕМЯ ДЕЯТЕЛЬНОСТИ
2018106765.0,2019-08-22,Способ работы источника потока воздуха
2018126998.0,2020-01-23,"Автоматизированная система, предназначенная для подбора и персонализированного бизнес-обучения кадров"
2018138303.0,2020-05-18,УСОВЕРШЕНСТВОВАННАЯ КОНСТРУКЦИЯ ДЛЯ ОРИЕНТИРОВАНИЯ ПЕШЕХОДОВ
2020127197.0,2020-10-09,УСТРОЙСТВО ДЛЯ РАЗВИТИЯ БАЗОВЫХ МИКРОХИРУРГИЧЕСКИХ НАВЫКОВ
2019118821.0,2020-12-17,ПРИБОР ДЛЯ ОБНАРУЖЕНИЯ АВТОЭЛЕКТРОННОЙ ЭМИССИИ МАГНИТНЫМ ВЫДАВЛИВАНИЕМ СВОБОДНЫХ ЭЛЕКТРОНОВ
2020109779.0,2020-05-28,СПОСОБ ПОВЫШЕНИЯ ЭФФЕКТИВНОСТИ РАБОТНИКА НА ПРЕДПРИЯТИИ
2019105844.0,2020-08-28,"НАУЧНО-ОБРАЗОВАТЕЛЬНЫЙ ЦЕНТР ""ХУДОЖЕСТВЕННОЕ ОБРАЗОВАНИЕ"" КАК СПОСОБ РАЗВИТИЯ НАУЧНО-ТВОРЧЕСКОЙ АКТИВНОСТИ СТУДЕНТОВ ХУДОЖЕСТВЕННЫХ СПЕЦИАЛЬНОСТЕЙ ПЕДАГОГИЧЕСКОГО ВУЗА"
2017131261.0,2019-03-12,РАЗВИТЫЙ ОБУЧАЮЩИЙ КУРС В АВТОНОМНОМ ТРАНСПОРТНОМ СРЕДСТВЕ
2018141883.0,2020-05-28,СПОСОБ ПРОГНОЗИРОВАНИЯ ХИМИЧЕСКОГО СОСТАВА МОЧЕВОГО КАМНЯ IN VIVO ПО МЕТАБОЛИЧЕСКИМ ПОКАЗАТЕЛЯМ
2019106592.0,2020-09-07,Способ построения словаря для перевода с иностранного языка и его изучения
2017123627.0,2019-01-09,СПОСОБ ГЕНЕРАЦИИ ВИРТУАЛЬНЫХ ДАННЫХ С ДАТЧИКОВ ДЛЯ ВЫЯВЛЕНИЯ ПРИЕМНИКОВ ОГРАДИТЕЛЬНЫХ СТОЛБОВ
2017111893.0,2018-10-08,СПОСОБ ИЗУЧЕНИЯ ВСЕЛЕННОЙ НА РАЗЛИЧНЫХ МАСШТАБНЫХ УРОВНЯХ
2017123060.0,2018-12-29,"Сервис по созданию нейромоделей знаний для систем, реализующих функционал искусственного интеллекта"
2019108950.0,2020-09-28,ТРЕНАЖЕР ДЛЯ ОБУЧЕНИЯ ИНЖЕНЕРНО-ТЕХНИЧЕСКОГО СОСТАВА ГОСУДАРСТВЕННОЙ АВИАЦИИ
2017123528.0,2019-01-10,"СИСТЕМА И СПОСОБ ГЕНЕРАЦИИ ДАННЫХ С ВИРТУАЛЬНЫХ ДАТЧИКОВ, ПОДДЕРЖИВАЮЩИЕ ОТЛАДКУ АЛГОРИТМОВ, СОДЕЙСТВУЮЩИХ ПЛАНИРОВАНИЮ И ОТСЛЕЖИВАНИЮ МАРШРУТА ДВИЖЕНИЯ ЧЕРЕЗ ЖЕЛЕЗНОДОРОЖНЫЕ ПЕРЕЕЗДЫ В МЕНЯЮЩИХСЯ ПОГОДНЫХ УСЛОВИЯХ"
2016143493.0,2018-05-07,СПОСОБ МОДЕЛИРОВАНИЯ ПОСЛЕОПЕРАЦИОННЫХ ГНОЙНО-ВОСПАЛИТЕЛЬНЫХ ОСЛОЖНЕНИЙ В ЭКСПЕРИМЕНТЕ
2017108525.0,2018-09-17,Способ измерения силы тока в проводнике
2018143712.0,2020-06-10,Способ изучения точных топографо-анатомических отношений мягкотканных структур различных частей тела на распилах
2017118199.0,2018-11-26,СПОСОБ И СИСТЕМА АВТОМАТИЗИРОВАННОГО ОБУЧЕНИЯ ПОЛЬЗОВАТЕЛЯ ПО ЭКСПЛУАТАЦИИ ОБОРУДОВАНИЯ
2018138296.0,2020-04-30,Учебно-тренировочный комплекс для обучения персонала нефтегазодобывающих предприятий
2018138558.0,2018-12-14,ХИРУРГИЧЕСКИЙ ТРЕНАЖЁР
2018144189.0,2020-06-15,Конструктор кристаллических моделей атомных ядер
2017120351.0,2018-12-10,СТЕНД ДЛЯ МОДЕЛИРОВАНИЯ ЧРЕЗВЫЧАЙНОЙ СИТУАЦИИ
2016126649.0,2018-01-12,Устройство для моделирования электровоза переменного тока
2017123721.0,2019-01-10,ЕДИНАЯ СИСТЕМА РАСПРЕДЕЛЕНИЯ ЭЛЕКТРОННЫХ УЧЕБНИКОВ
2016152666.0,2018-08-27,"ЦИФРОВАЯ СИСТЕМА СВЯЗИ, ПРЕИМУЩЕСТВЕННО С БЕССОЗНАТЕЛЬНЫМ СУБЪЕКТОМ С ОСУЩЕСТВЛЕНИЕМ ПУЛЬСАЦИОНО-АУДИТИВНЫХ СИНЕСТЕЗИЙ"
2016138924.0,2018-04-03,СПОСОБ ПРЕДСТАВЛЕНИЯ ГРАНИЦЫ ЧЕТЫРЕХМЕРНОГО ТЕЛА
2018101079.0,2019-07-15,СБОРНО-РАЗБОРНОЕ ПРИСПОСОБЛЕНИЕ ДЛЯ ОБУЧЕНИЯ ИГРЕ НА ФЛЕЙТЕ
2016148228.0,2018-06-09,"СПОСОБ М.Р. БОГАНЮК-КОЛЛАВИНИ РАННЕГО РАЗВИТИЯ, СОЦИАЛИЗАЦИИ И ОБУЧЕНИЯ ДЕТЕЙ С СИНДРОМОМ ДАУНА"
2017102110.0,2018-07-27,"Учебно-исследовательское устройство на сообразительность для физико-математических школ и естественнонаучных факультетов ВУЗов ""Тело Объёмное Физическое"" (Варианты)"
2016146303.0,2018-05-25,СТЕНД ДЛЯ ИССЛЕДОВАНИЙ УПРУГИХ ЭЛЕМЕНТОВ ВИБРОИЗОЛЯТОРОВ
2016146304.0,2018-05-25,СТЕНД ДЛЯ ИСПЫТАНИЙ УПРУГИХ ЭЛЕМЕНТОВ ВИБРОИЗОЛЯТОРОВ
2018117734.0,2019-11-11,Технология автоматического определения характеристик массового явления - истинного фактического состояния системы объектов управления (технология А.П. Хускивадзе)
2018124914.0,2020-01-09,Способ уровневого обучения иностранному языку
2018123448.0,2019-12-30,"СИСТЕМА И СПОСОБ ОБУЧЕНИЯ ""БЕРЕЖЛИВОМУ ПРОИЗВОДСТВУ"" ПРОИЗВОДСТВЕННОГО ПОТОКА"
2016139696.0,2018-04-11,ФОРМИРОВАНИЕ ДАННЫХ ВЫЯВЛЕНИЯ ГРАНИЦ ПОЛОС ДВИЖЕНИЯ В ВИРТУАЛЬНОЙ СРЕДЕ
2016140057.0,2018-04-13,ИСПЫТАТЕЛЬНЫЙ СТЕНД ДЛЯ ВЫЯВЛЕНИЯ ГРАНИЦ ПОЛОСЫ ДВИЖЕНИЯ В ВИРТУАЛЬНОЙ СРЕДЕ ВОЖДЕНИЯ
2018121977.0,2019-12-16,УСТРОЙСТВО ДЛЯ ИЗУЧЕНИЯ ТАБЛИЦЫ УМНОЖЕНИЯ
2017108548.0,2018-09-14,"Способ обучения детей освоению основной образовательной программы в учебном предмете ""Окружающий мир"""
2017100116.0,2018-07-09,Способ моделирования ятрогенного повреждения желчевыводящих протоков на экспериментальном животном
2018125000.0,2018-08-31,Способ вывода данных
2016147233.0,2018-06-01,Способ обучения с использованием потенциала обучающихся в рамках педагогического взаимодействия
2018128912.0,2018-09-24,Тактильный дисплей с объединенными компонентами
2016142468.0,2018-04-28,ТРЕНАЖЕР ДЛЯ ОБУЧЕНИЯ МЕХАНИКА-ВОДИТЕЛЯ ГУСЕНИЧНОЙ МАШИНЫ
2018111773.0,2019-10-03,Способ создания модели химического ожога конъюнктивы и роговицы II степени раствором кислоты
2018101765.0,2019-07-17,ОБЪЕМНАЯ МОДЕЛЬ ДЛЯ ИЗУЧЕНИЯ ВРЕМЕН ГЛАГОЛОВ АНГЛИЙСКОГО ЯЗЫКА
2018106574.0,2019-08-22,"Способ совместного обучения и преподавания студентам по специальностям 31.05.01 ""Лечебное дело"" и 49.03.04 ""Адаптивная физическая культура"" отдельных тем реабилитации пациентов с заболеваниями сердечно-сосудистой, нервной системы и опорно-двигательного аппарата"""
2017132374.0,2019-03-18,СПОСОБ ОБУЧЕНИЯ ИНОСТРАННОМУ ЯЗЫКУ
2017138016.0,2019-05-06,Способ моделирования устранения воспалительно-дегенеративных повреждений пародонта в эксперименте на крысах
2017144033.0,2019-06-17,Способ предупреждения гибели дофаминергических нейронов головного мозга у мышей самцов линии СВА для профилактики спонтанного гепатоканцерогенеза
2014128301.0,2019-04-23,УЧЕБНО-ИГРОВОЕ ПОСОБИЕ ПО ИЗУЧЕНИЮ АДМИНИСТРАТИВНО-ТЕРРИТОРИАЛЬНОГО УСТРОЙСТВА РОССИЙСКОЙ ФЕДЕРАЦИИ И СУБЪЕКТОВ РОССИЙСКОЙ ФЕДЕРАЦИИ
2017131667.0,2019-03-11,Способ повышения мышечной активности и понижения ориентировочно-поведенческих реакций у лабораторных животных
2017118097.0,2018-11-28,Способ обнаружения стохастической динамики движения нано- микрочастиц в тепловом поле
2017131685.0,2019-03-11,СТЕНД ДЛЯ АКУСТИЧЕСКИХ ИСПЫТАНИЙ ЗВУКОПОГЛОТИТЕЛЕЙ
2017123582.0,2019-01-09,"Способ обучения ""Инженерной графике"""
2016140291.0,2018-04-12,"Демонстрационно-тренажерный стенд ""Динамический макет технологической линии бетонного завода"""
2016125834.0,2018-01-11,СПОСОБ ОБУЧЕНИЯ И УСВОЕНИЯ МАТЕРИАЛА
2017104359.0,2018-10-24,Способ обучения
2017110028.0,2018-09-24,Способ изменения гравитационного взаимодействия тел
2016134666.0,2018-03-01,СПОСОБ ИМИТАЦИИ ОКНА
2016134669.0,2018-03-01,СПОСОБ ИМИТАЦИИ ОКНА
2016134670.0,2018-03-01,СПОСОБ ИМИТАЦИИ ОКНА
2016134671.0,2018-03-01,ИМИТАТОР ОКНА
2016134672.0,2018-03-01,ИМИТАТОР ОКНА
2016134673.0,2018-03-05,ИМИТАТОР ОКНА
2016134674.0,2018-03-01,ИМИТАТОР ОКНА
2016129673.0,2018-01-22,УСТРОЙСТВО ТАБЛИЦЫ УМНОЖЕНИЯ
2021113902.0,2022-12-15,ВИРТУАЛЬНАЯ ПЛАТФОРМА СИСТЕМЫ МОДЕЛИРОВАНИЯ ДЛЯ ПРОГРАММИРУЕМОГО ОБОРУДОВАНИЯ НАДЗЕМНОЙ ТЕПЛИЦЫ ДЛЯ ВЫРАЩИВАНИЯ КЛУБНИКИ
2017132714.0,2019-03-20,Способ профилактики ишемической нейропатии зрительного нерва производным диметиламиноэтанола 7-16 в эксперименте
2016143923.0,2018-05-08,Стенд для моделирования процесса деформирования грунта вокруг расширяющейся скважины
2017139177.0,2019-05-13,Способ коррекции гипогонадизма на животных при моделировании острого повреждения спинного мозга
2019124270.0,2021-01-26,Школьная портативная специализированная химико-экологическая лаборатория исследования воды ШХЭЛ (класс-комплект)
2019106833.0,2020-09-11,Дидактико-методическое пособие для первого знакомства детей дошкольного возраста с английским языком
2016139836.0,2018-04-10,СПОСОБ ОБЩЕНИЯ ГЛУХИХ (СЛАБОСЛЫШАЩИХ) СО СЛЫШАЩИМИ
2017102979.0,2018-07-30,Способ обучения эвакуации машин
2017117469.0,2018-11-19,"Синхронная сетевая технология непрерывного обучения ""Акад Плюс"""
2018117142.0,2019-11-07,Геоинформационная система
2017124541.0,2019-01-10,Способ коррекции ишемических и микроциркуляторных расстройств тонкого кишечника ингибитором аргиназы L-норвалином
2019109488.0,2020-10-01,СПОСОБ ВОССТАНОВЛЕНИЯ БИОХИМИЧЕСКИХ ПОКАЗАТЕЛЕЙ ПЕРИФЕРИЧЕСКОЙ КРОВИ ЛАБОРАТОРНЫХ ЖИВОТНЫХ С ТОКСИЧЕСКИМ ГЕПАТИТОМ
2016139130.0,2018-04-09,РЕАЛИЗУЕМЫЕ НА КОМПЬЮТЕРЕ СПОСОБ И СИСТЕМА ДЛЯ ТЕСТИРОВАНИЯ ИЛИ ТРЕНИРОВКИ КОГНИТИВНЫХ ФУНКЦИЙ ПОЛЬЗОВАТЕЛЯ
2018111861.0,2019-12-06,СПОСОБ ПРОГНОЗИРОВАНИЯ ТЯЖЕСТИ ТЕРМИЧЕСКОГО ВОЗДЕЙСТВИЯ НА ТКАНИ ПРИ МОДЕЛИРОВАНИИ ОЖОГОВ КОЖИ В ЭКСПЕРИМЕНТЕ НА СВИНЬЯХ
2021107763.0,2022-09-26,"Способ обучения, устройство выдачи"
2020132911.0,2022-04-06,"ИНТЕРАКТИВНЫЙ ОБУЧАЮЩИЙ СТЕНД ДЛЯ ВИЗУАЛЬНОЙ И ТАКТИЛЬНОЙ ДЕМОНСТРАЦИИ ГЕОЛОГИЧЕСКИХ, ПАЛЕОНТОЛОГИЧЕСКИХ И АРХЕОЛОГИЧЕСКИХ ОБЪЕКТОВ"
2020107229.0,2021-08-17,ИНТЕРАКТИВНАЯ АВТОМАТИЗИРОВАННАЯ СИСТЕМА ОБУЧЕНИЯ ПЕРСОНАЛА
2019145664.0,2021-06-30,Лабораторный стенд по программно-аппаратному моделированию автоматизированного электропривода на базе частотного преобразователя и асинхронного короткозамкнутого электродвигателя
2020119542.0,2021-12-14,Компьютеризованный интерактивный тренажерный комплекс по обучению операторов дефектоскопных тележек
2019135154.0,2022-04-19,УСТРОЙСТВО МОНИТОРИНГА УСПЕВАЕМОСТИ
2020142006.0,2022-06-20,Способ и система моделирования в виртуальных лабораториях по молекулярной физике и термодинамике
2020143271.0,2022-07-11,ОРИЕНТИРОВАННАЯ НА СТУДЕНТА ОБУЧАЮЩАЯ СИСТЕМА С ИНСТРУМЕНТАЛЬНЫМИ ПАНЕЛЯМИ СТУДЕНТА И ПРЕПОДАВАТЕЛЯ
2019126933.0,2019-10-23,ХИРУРГИЧЕСКИЙ ПЛАКАТ И СПОСОБ ЕГО ПРИМЕНЕНИЯ ДЛЯ ПЛАНИРОВАНИЯ И ДЕМОНСТРАЦИИ ХИРУРГИЧЕСКИХ ВМЕШАТЕЛЬСТВ
2021101256.0,2022-07-25,СПОСОБ БАЗОВОГО ОБУЧЕНИЯ СКОРОСТНОЙ СТРЕЛЬБЕ
2021101550.0,2022-07-25,Способ управления процессом реализации образовательной программы повышения квалификации специалистов
